User0,User1,User2,User3,User4,SL item đánh giá chung
367.0,483.0,522.0,500.0,427.0,0.0
261.0,190.0,474.0,349.0,426.0,0.0
198.0,461.0,9.0,100.0,438.0,0.0
103.0,76.0,565.0,395.0,364.0,0.0
312.0,86.0,373.0,630.0,180.0,0.0
127.0,96.0,51.0,586.0,305.0,0.0
533.0,291.0,407.0,173.0,221.0,0.0
532.0,139.0,448.0,44.0,53.0,0.0
523.0,12.0,298.0,638.0,28.0,0.0
172.0,473.0,67.0,282.0,591.0,0.0
314.0,138.0,231.0,109.0,306.0,0.0
447.0,567.0,206.0,517.0,586.0,0.0
196.0,266.0,296.0,113.0,590.0,0.0
84.0,600.0,548.0,307.0,120.0,0.0
118.0,438.0,332.0,307.0,52.0,0.0
32.0,297.0,207.0,590.0,548.0,0.0
408.0,289.0,113.0,359.0,173.0,0.0
344.0,102.0,256.0,636.0,149.0,0.0
62.0,620.0,76.0,561.0,133.0,0.0
363.0,332.0,273.0,466.0,219.0,0.0
549.0,602.0,647.0,133.0,171.0,0.0
249.0,193.0,608.0,548.0,588.0,0.0
314.0,563.0,525.0,500.0,102.0,0.0
73.0,229.0,252.0,226.0,47.0,0.0
178.0,438.0,192.0,418.0,368.0,0.0
511.0,47.0,417.0,102.0,262.0,0.0
371.0,325.0,631.0,365.0,426.0,0.0
128.0,57.0,89.0,163.0,140.0,0.0
389.0,206.0,187.0,3.0,179.0,0.0
463.0,39.0,303.0,357.0,144.0,0.0
152.0,332.0,350.0,547.0,305.0,0.0
447.0,233.0,572.0,159.0,525.0,0.0
441.0,238.0,103.0,411.0,197.0,0.0
113.0,451.0,475.0,77.0,38.0,0.0
528.0,96.0,216.0,355.0,447.0,0.0
280.0,632.0,432.0,104.0,572.0,0.0
169.0,542.0,627.0,238.0,280.0,0.0
289.0,183.0,137.0,480.0,193.0,0.0
651.0,47.0,70.0,77.0,33.0,0.0
368.0,621.0,433.0,29.0,391.0,0.0
350.0,431.0,487.0,247.0,568.0,0.0
86.0,455.0,421.0,27.0,262.0,0.0
624.0,432.0,390.0,137.0,49.0,0.0
329.0,222.0,523.0,207.0,533.0,0.0
430.0,308.0,647.0,482.0,259.0,0.0
245.0,605.0,434.0,224.0,28.0,0.0
270.0,198.0,134.0,290.0,447.0,0.0
45.0,198.0,89.0,596.0,66.0,0.0
217.0,288.0,279.0,416.0,11.0,0.0
647.0,399.0,122.0,400.0,361.0,0.0
484.0,54.0,470.0,558.0,79.0,0.0
631.0,246.0,312.0,59.0,488.0,0.0
176.0,212.0,408.0,103.0,445.0,0.0
626.0,272.0,144.0,119.0,432.0,0.0
370.0,572.0,544.0,141.0,449.0,0.0
70.0,322.0,454.0,555.0,13.0,0.0
221.0,180.0,351.0,80.0,107.0,0.0
521.0,360.0,461.0,309.0,224.0,0.0
378.0,527.0,354.0,360.0,90.0,0.0
322.0,198.0,17.0,129.0,98.0,0.0
162.0,65.0,38.0,292.0,141.0,0.0
204.0,255.0,298.0,306.0,256.0,0.0
21.0,306.0,142.0,57.0,139.0,0.0
23.0,587.0,628.0,462.0,212.0,0.0
397.0,252.0,416.0,41.0,423.0,0.0
577.0,565.0,178.0,30.0,570.0,0.0
328.0,453.0,631.0,269.0,521.0,0.0
492.0,240.0,150.0,511.0,221.0,0.0
242.0,448.0,456.0,9.0,554.0,0.0
487.0,348.0,318.0,612.0,499.0,0.0
156.0,428.0,303.0,602.0,342.0,0.0
323.0,268.0,313.0,233.0,67.0,1.0
256.0,646.0,178.0,40.0,316.0,0.0
492.0,423.0,305.0,578.0,548.0,1.0
17.0,144.0,174.0,40.0,309.0,0.0
430.0,76.0,629.0,114.0,415.0,0.0
583.0,478.0,261.0,507.0,285.0,0.0
90.0,450.0,265.0,507.0,590.0,0.0
139.0,237.0,463.0,41.0,278.0,0.0
227.0,350.0,305.0,357.0,115.0,0.0
427.0,582.0,91.0,342.0,472.0,0.0
15.0,388.0,86.0,2.0,174.0,0.0
80.0,378.0,92.0,400.0,452.0,0.0
202.0,230.0,191.0,622.0,471.0,0.0
415.0,129.0,614.0,288.0,474.0,0.0
538.0,423.0,118.0,550.0,86.0,0.0
156.0,492.0,595.0,590.0,122.0,0.0
168.0,286.0,389.0,89.0,405.0,0.0
502.0,411.0,78.0,232.0,104.0,0.0
287.0,1.0,334.0,212.0,261.0,0.0
125.0,539.0,183.0,448.0,181.0,0.0
31.0,143.0,161.0,45.0,575.0,0.0
539.0,323.0,559.0,106.0,286.0,0.0
403.0,134.0,68.0,544.0,73.0,0.0
432.0,265.0,2.0,97.0,312.0,0.0
384.0,613.0,302.0,548.0,546.0,0.0
41.0,367.0,244.0,554.0,180.0,0.0
474.0,646.0,234.0,228.0,35.0,0.0
538.0,223.0,566.0,18.0,554.0,0.0
222.0,44.0,373.0,148.0,511.0,0.0
641.0,163.0,449.0,274.0,596.0,0.0
432.0,163.0,262.0,610.0,83.0,0.0
307.0,150.0,518.0,176.0,584.0,0.0
406.0,466.0,601.0,398.0,277.0,0.0
62.0,561.0,297.0,176.0,568.0,0.0
217.0,642.0,269.0,625.0,397.0,0.0
357.0,221.0,172.0,612.0,31.0,0.0
386.0,109.0,233.0,291.0,222.0,0.0
567.0,419.0,540.0,57.0,550.0,0.0
123.0,603.0,248.0,591.0,436.0,1.0
566.0,322.0,38.0,530.0,565.0,0.0
172.0,70.0,548.0,331.0,150.0,0.0
113.0,382.0,241.0,488.0,549.0,0.0
221.0,420.0,432.0,181.0,439.0,0.0
27.0,588.0,629.0,136.0,433.0,0.0
542.0,533.0,406.0,149.0,160.0,0.0
128.0,101.0,492.0,538.0,408.0,0.0
332.0,54.0,527.0,160.0,164.0,0.0
96.0,38.0,407.0,272.0,542.0,0.0
606.0,302.0,96.0,272.0,481.0,0.0
463.0,262.0,55.0,219.0,531.0,0.0
309.0,526.0,429.0,94.0,580.0,0.0
584.0,474.0,221.0,174.0,328.0,0.0
631.0,31.0,12.0,73.0,408.0,0.0
547.0,536.0,118.0,97.0,180.0,0.0
176.0,200.0,638.0,645.0,418.0,0.0
587.0,193.0,454.0,458.0,233.0,0.0
240.0,569.0,372.0,64.0,408.0,0.0
539.0,485.0,353.0,579.0,322.0,0.0
251.0,392.0,629.0,266.0,650.0,0.0
381.0,208.0,606.0,361.0,214.0,0.0
216.0,37.0,483.0,80.0,235.0,0.0
88.0,632.0,369.0,279.0,409.0,0.0
357.0,434.0,529.0,384.0,554.0,0.0
475.0,560.0,307.0,69.0,349.0,0.0
316.0,373.0,328.0,186.0,479.0,0.0
489.0,226.0,172.0,331.0,383.0,0.0
114.0,317.0,268.0,9.0,164.0,0.0
484.0,139.0,405.0,102.0,640.0,1.0
286.0,398.0,288.0,74.0,319.0,1.0
579.0,394.0,344.0,212.0,211.0,0.0
193.0,157.0,541.0,500.0,167.0,0.0
203.0,414.0,249.0,538.0,545.0,0.0
419.0,391.0,229.0,42.0,39.0,0.0
493.0,409.0,345.0,69.0,19.0,1.0
594.0,450.0,125.0,144.0,18.0,0.0
256.0,313.0,618.0,240.0,548.0,0.0
77.0,94.0,523.0,198.0,175.0,0.0
226.0,448.0,93.0,478.0,284.0,0.0
373.0,367.0,204.0,145.0,210.0,0.0
610.0,464.0,632.0,428.0,68.0,0.0
567.0,371.0,34.0,254.0,339.0,0.0
585.0,321.0,50.0,105.0,586.0,0.0
440.0,375.0,312.0,601.0,376.0,0.0
159.0,342.0,631.0,46.0,494.0,0.0
521.0,622.0,394.0,410.0,647.0,0.0
283.0,501.0,161.0,15.0,575.0,0.0
639.0,448.0,486.0,514.0,599.0,0.0
462.0,47.0,14.0,253.0,602.0,0.0
651.0,1.0,285.0,282.0,96.0,0.0
125.0,132.0,137.0,353.0,42.0,1.0
619.0,95.0,179.0,205.0,10.0,0.0
523.0,186.0,528.0,545.0,385.0,0.0
239.0,77.0,611.0,640.0,302.0,0.0
265.0,570.0,177.0,125.0,445.0,0.0
147.0,384.0,156.0,186.0,444.0,0.0
608.0,205.0,584.0,562.0,407.0,0.0
146.0,62.0,590.0,409.0,156.0,0.0
78.0,570.0,356.0,571.0,376.0,0.0
398.0,483.0,325.0,452.0,549.0,0.0
148.0,112.0,456.0,223.0,299.0,0.0
427.0,287.0,329.0,167.0,414.0,0.0
367.0,421.0,229.0,499.0,18.0,0.0
45.0,259.0,235.0,126.0,615.0,0.0
158.0,492.0,463.0,94.0,251.0,0.0
27.0,409.0,22.0,621.0,516.0,0.0
404.0,299.0,321.0,93.0,158.0,0.0
228.0,131.0,591.0,297.0,323.0,0.0
137.0,82.0,537.0,242.0,210.0,0.0
332.0,384.0,26.0,316.0,355.0,0.0
291.0,277.0,209.0,99.0,500.0,0.0
515.0,213.0,149.0,531.0,353.0,0.0
585.0,630.0,211.0,417.0,214.0,0.0
550.0,200.0,643.0,307.0,295.0,0.0
146.0,235.0,610.0,406.0,495.0,0.0
242.0,122.0,548.0,395.0,11.0,0.0
309.0,633.0,647.0,331.0,364.0,0.0
574.0,305.0,550.0,14.0,324.0,0.0
346.0,79.0,85.0,137.0,8.0,0.0
585.0,184.0,97.0,383.0,606.0,0.0
51.0,335.0,99.0,61.0,248.0,0.0
257.0,4.0,444.0,155.0,170.0,0.0
201.0,36.0,601.0,347.0,596.0,0.0
481.0,641.0,322.0,443.0,342.0,0.0
311.0,25.0,596.0,276.0,159.0,0.0
580.0,278.0,393.0,619.0,492.0,0.0
394.0,395.0,573.0,580.0,218.0,0.0
314.0,131.0,417.0,108.0,190.0,0.0
644.0,303.0,252.0,97.0,332.0,0.0
49.0,465.0,325.0,180.0,116.0,0.0
77.0,307.0,516.0,73.0,290.0,0.0
331.0,346.0,514.0,397.0,456.0,0.0
376.0,378.0,11.0,550.0,10.0,0.0
473.0,211.0,311.0,383.0,501.0,0.0
452.0,391.0,416.0,556.0,306.0,0.0
250.0,342.0,400.0,553.0,68.0,0.0
526.0,282.0,442.0,193.0,455.0,0.0
584.0,170.0,505.0,413.0,134.0,0.0
458.0,43.0,365.0,127.0,326.0,0.0
63.0,431.0,353.0,381.0,157.0,0.0
185.0,338.0,293.0,608.0,145.0,0.0
517.0,485.0,385.0,154.0,607.0,0.0
87.0,344.0,274.0,243.0,198.0,0.0
260.0,95.0,176.0,368.0,222.0,0.0
487.0,66.0,187.0,471.0,276.0,0.0
120.0,615.0,308.0,53.0,391.0,1.0
629.0,285.0,41.0,419.0,596.0,0.0
386.0,592.0,621.0,335.0,223.0,0.0
254.0,150.0,210.0,239.0,76.0,1.0
244.0,216.0,396.0,116.0,8.0,0.0
311.0,426.0,230.0,615.0,65.0,0.0
363.0,498.0,223.0,298.0,462.0,0.0
484.0,421.0,405.0,259.0,399.0,1.0
210.0,155.0,229.0,331.0,640.0,0.0
240.0,328.0,5.0,408.0,489.0,0.0
405.0,312.0,297.0,553.0,476.0,0.0
271.0,401.0,551.0,346.0,141.0,0.0
300.0,587.0,370.0,367.0,2.0,0.0
219.0,384.0,19.0,182.0,144.0,0.0
473.0,212.0,58.0,357.0,248.0,0.0
128.0,528.0,383.0,223.0,373.0,1.0
325.0,315.0,85.0,6.0,501.0,0.0
24.0,617.0,613.0,294.0,626.0,1.0
630.0,193.0,599.0,1.0,78.0,0.0
188.0,395.0,162.0,26.0,641.0,0.0
329.0,367.0,116.0,395.0,434.0,0.0
609.0,351.0,558.0,488.0,278.0,0.0
347.0,161.0,530.0,191.0,493.0,0.0
171.0,195.0,381.0,426.0,66.0,0.0
87.0,488.0,601.0,80.0,359.0,0.0
123.0,355.0,626.0,289.0,285.0,0.0
129.0,617.0,60.0,650.0,76.0,0.0
500.0,333.0,639.0,382.0,102.0,0.0
324.0,453.0,106.0,508.0,307.0,0.0
94.0,554.0,512.0,459.0,219.0,0.0
537.0,72.0,644.0,485.0,266.0,0.0
546.0,319.0,339.0,372.0,579.0,0.0
412.0,68.0,318.0,113.0,248.0,0.0
393.0,515.0,93.0,201.0,423.0,0.0
307.0,45.0,122.0,90.0,156.0,0.0
381.0,16.0,527.0,76.0,57.0,0.0
591.0,224.0,372.0,480.0,140.0,0.0
211.0,56.0,89.0,127.0,587.0,0.0
467.0,520.0,16.0,376.0,405.0,0.0
477.0,492.0,110.0,89.0,225.0,0.0
378.0,473.0,361.0,265.0,590.0,0.0
238.0,435.0,581.0,621.0,590.0,0.0
302.0,602.0,185.0,528.0,605.0,0.0
203.0,451.0,274.0,7.0,629.0,0.0
446.0,26.0,178.0,630.0,641.0,0.0
586.0,127.0,31.0,132.0,12.0,0.0
409.0,134.0,217.0,54.0,270.0,0.0
188.0,51.0,502.0,94.0,588.0,0.0
607.0,284.0,336.0,3.0,404.0,0.0
435.0,485.0,306.0,541.0,583.0,0.0
500.0,266.0,11.0,443.0,84.0,0.0
277.0,308.0,646.0,36.0,629.0,0.0
612.0,574.0,562.0,129.0,597.0,0.0
557.0,575.0,553.0,206.0,423.0,0.0
375.0,172.0,252.0,281.0,591.0,0.0
276.0,514.0,35.0,356.0,167.0,0.0
221.0,96.0,373.0,9.0,449.0,0.0
361.0,18.0,430.0,487.0,496.0,1.0
78.0,84.0,634.0,93.0,126.0,0.0
398.0,504.0,499.0,600.0,378.0,0.0
334.0,72.0,53.0,159.0,156.0,0.0
340.0,241.0,377.0,317.0,146.0,0.0
157.0,25.0,409.0,203.0,462.0,0.0
546.0,325.0,106.0,443.0,144.0,0.0
517.0,266.0,630.0,590.0,509.0,0.0
423.0,332.0,200.0,311.0,278.0,0.0
411.0,392.0,403.0,189.0,8.0,0.0
363.0,128.0,609.0,586.0,141.0,0.0
575.0,161.0,527.0,424.0,439.0,0.0
582.0,6.0,338.0,36.0,594.0,0.0
528.0,49.0,128.0,326.0,290.0,0.0
196.0,202.0,529.0,603.0,466.0,0.0
350.0,120.0,480.0,460.0,88.0,0.0
23.0,400.0,143.0,459.0,328.0,0.0
622.0,552.0,9.0,263.0,207.0,0.0
321.0,12.0,33.0,353.0,461.0,0.0
368.0,24.0,18.0,153.0,233.0,0.0
473.0,393.0,496.0,594.0,288.0,0.0
88.0,400.0,264.0,314.0,197.0,0.0
274.0,408.0,393.0,405.0,7.0,0.0
633.0,252.0,60.0,41.0,259.0,0.0
221.0,526.0,54.0,179.0,294.0,0.0
245.0,27.0,454.0,110.0,563.0,0.0
570.0,615.0,156.0,188.0,212.0,0.0
81.0,180.0,420.0,24.0,77.0,0.0
480.0,345.0,594.0,333.0,166.0,0.0
245.0,617.0,107.0,508.0,544.0,0.0
205.0,135.0,6.0,313.0,332.0,0.0
121.0,54.0,574.0,177.0,354.0,0.0
591.0,51.0,508.0,639.0,484.0,0.0
212.0,475.0,346.0,581.0,245.0,0.0
329.0,632.0,451.0,231.0,586.0,0.0
391.0,51.0,614.0,485.0,414.0,0.0
170.0,548.0,307.0,598.0,333.0,0.0
618.0,391.0,148.0,281.0,427.0,0.0
586.0,39.0,484.0,56.0,292.0,0.0
223.0,4.0,564.0,603.0,34.0,0.0
607.0,478.0,332.0,232.0,580.0,0.0
75.0,194.0,335.0,510.0,516.0,0.0
151.0,650.0,61.0,371.0,139.0,0.0
490.0,161.0,265.0,240.0,61.0,0.0
152.0,418.0,155.0,506.0,496.0,0.0
93.0,221.0,481.0,639.0,224.0,0.0
215.0,515.0,542.0,85.0,32.0,0.0
489.0,355.0,289.0,643.0,381.0,0.0
409.0,217.0,155.0,429.0,147.0,0.0
377.0,415.0,317.0,575.0,475.0,0.0
629.0,515.0,615.0,260.0,514.0,1.0
222.0,608.0,189.0,434.0,153.0,0.0
523.0,310.0,131.0,602.0,12.0,0.0
309.0,611.0,272.0,4.0,65.0,0.0
326.0,410.0,13.0,128.0,80.0,0.0
286.0,325.0,453.0,464.0,426.0,0.0
544.0,264.0,610.0,316.0,194.0,0.0
387.0,162.0,200.0,577.0,624.0,0.0
345.0,51.0,348.0,499.0,250.0,0.0
403.0,67.0,532.0,427.0,110.0,0.0
422.0,247.0,317.0,567.0,476.0,0.0
312.0,618.0,570.0,259.0,642.0,0.0
223.0,636.0,449.0,495.0,562.0,0.0
302.0,199.0,383.0,247.0,540.0,0.0
89.0,471.0,1.0,280.0,146.0,0.0
182.0,381.0,504.0,316.0,91.0,0.0
309.0,266.0,120.0,528.0,388.0,0.0
272.0,92.0,276.0,590.0,93.0,0.0
31.0,146.0,138.0,172.0,598.0,0.0
62.0,380.0,112.0,577.0,106.0,0.0
99.0,569.0,61.0,277.0,640.0,0.0
231.0,298.0,624.0,439.0,490.0,1.0
349.0,197.0,301.0,260.0,303.0,0.0
237.0,499.0,70.0,388.0,367.0,1.0
422.0,86.0,222.0,168.0,125.0,0.0
349.0,181.0,419.0,251.0,560.0,0.0
324.0,237.0,326.0,346.0,514.0,0.0
384.0,54.0,178.0,632.0,521.0,0.0
186.0,285.0,528.0,273.0,1.0,0.0
151.0,501.0,366.0,612.0,49.0,0.0
337.0,453.0,397.0,61.0,438.0,0.0
137.0,119.0,629.0,232.0,36.0,0.0
564.0,243.0,645.0,262.0,403.0,0.0
542.0,189.0,525.0,111.0,481.0,0.0
215.0,256.0,55.0,649.0,591.0,0.0
575.0,108.0,264.0,518.0,228.0,0.0
558.0,22.0,327.0,196.0,206.0,0.0
297.0,267.0,314.0,193.0,500.0,0.0
262.0,614.0,218.0,464.0,327.0,0.0
503.0,367.0,387.0,408.0,631.0,0.0
209.0,109.0,544.0,74.0,552.0,0.0
258.0,229.0,452.0,117.0,303.0,0.0
354.0,617.0,198.0,578.0,275.0,0.0
6.0,613.0,349.0,155.0,239.0,0.0
350.0,308.0,338.0,353.0,506.0,0.0
198.0,590.0,55.0,145.0,448.0,0.0
151.0,463.0,390.0,570.0,266.0,0.0
286.0,557.0,71.0,232.0,11.0,0.0
124.0,551.0,554.0,338.0,322.0,0.0
32.0,120.0,18.0,498.0,391.0,0.0
114.0,492.0,404.0,17.0,639.0,0.0
90.0,543.0,86.0,477.0,228.0,0.0
511.0,180.0,386.0,553.0,410.0,0.0
48.0,373.0,167.0,427.0,636.0,0.0
487.0,226.0,414.0,307.0,122.0,0.0
45.0,147.0,455.0,367.0,531.0,0.0
442.0,267.0,367.0,209.0,603.0,0.0
423.0,648.0,364.0,626.0,104.0,0.0
117.0,237.0,305.0,278.0,507.0,0.0
95.0,180.0,128.0,622.0,636.0,0.0
637.0,84.0,313.0,250.0,447.0,0.0
216.0,321.0,203.0,211.0,496.0,0.0
619.0,95.0,238.0,153.0,121.0,0.0
168.0,332.0,297.0,421.0,651.0,0.0
77.0,246.0,393.0,524.0,433.0,0.0
585.0,350.0,433.0,451.0,186.0,0.0
11.0,261.0,576.0,344.0,419.0,0.0
348.0,457.0,629.0,449.0,335.0,0.0
120.0,24.0,111.0,492.0,611.0,0.0
302.0,78.0,54.0,544.0,195.0,0.0
571.0,351.0,404.0,78.0,420.0,0.0
276.0,412.0,635.0,116.0,201.0,0.0
262.0,512.0,97.0,618.0,104.0,0.0
420.0,67.0,280.0,263.0,621.0,0.0
426.0,279.0,394.0,338.0,49.0,0.0
388.0,292.0,65.0,366.0,89.0,0.0
101.0,600.0,285.0,205.0,60.0,0.0
55.0,148.0,256.0,32.0,184.0,0.0
461.0,533.0,563.0,229.0,135.0,0.0
161.0,489.0,444.0,458.0,466.0,1.0
116.0,402.0,546.0,627.0,555.0,0.0
412.0,345.0,643.0,510.0,382.0,0.0
492.0,368.0,526.0,440.0,125.0,0.0
564.0,550.0,523.0,108.0,542.0,0.0
431.0,356.0,313.0,412.0,281.0,0.0
628.0,196.0,622.0,613.0,585.0,0.0
625.0,103.0,332.0,514.0,485.0,0.0
252.0,613.0,456.0,341.0,333.0,0.0
463.0,213.0,307.0,487.0,553.0,0.0
85.0,369.0,598.0,190.0,55.0,0.0
603.0,342.0,62.0,131.0,224.0,0.0
123.0,601.0,240.0,292.0,592.0,0.0
129.0,146.0,60.0,503.0,452.0,0.0
